,RTYPE,STYPE,SPED,SIZE,CHARTER,VALID_NUM,API05B,ST_RANK,SIM_RANK,AA_NUM,AA_SIG,AI_NUM,AI_SIG,AS_NUM,AS_SIG,FI_NUM,FI_SIG,HI_NUM,HI_SIG,PI_NUM,PI_SIG,WH_NUM,WH_SIG,SD_NUM,SD_SIG,EL_NUM,EL_SIG,DI_NUM,DI_SIG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,MEALS,P_FDAY,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,SMOB,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_911,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E911,PCST_E911,CW_CSTE,VCST_M28,PCST_M28,VCST_M911,PCST_M911,CW_CSTM,VCST_S28,PCST_S28,VCST_S911,PCST_S911,CW_CSTS,VCST_H28,PCST_H28,VCST_H911,PCST_H911,CW_CSTH,VNRT_R28,PNRT_R28,CW_NRTR,VNRT_L28,PNRT_L28,CW_NRTL,VNRT_S28,PNRT_S28,CW_NRTS,VNRT_M28,PNRT_M28,CW_NRTM,VCHS_E911,PCHS_E911,CW_CHSE,VCHS_M911,PCHS_M911,CW_CHSM,TOT_28,TOT_911
5808,S,E,NA,NA,NA,537,789,7,7,28,No,2,No,30,No,1,No,240,Yes,2,No,234,Yes,212,Yes,77,No,38,No,6,0,5,0,45,0,42,37,20,11,0,13,3,7,Yes,5,95,96,21,32,NA,86,11,48,18,12,11,2.63,100,0,20,62,18,0,0,566,0,566,172.81988,536,257.28,0,0,54,537,171.84,0,0,36.1,128,25.6,0,0,5.4,0,0,0,0,0,108,6.48,1.4,108,3.24,0.7,108,3.24,0.7,108,8.64,1.8,0,0,0,0,0,0,476.32,0
5809,S,E,NA,NA,NA,386,713,4,5,28,No,1,No,9,No,2,No,262,Yes,6,No,78,Yes,306,Yes,95,Yes,27,No,7,0,2,0,69,1,20,78,22,5,0,24,4,6,No,8,92,93,21,31,NA,94,24,60,9,4,2,2.01,97,0,22,57,21,0,0,420,0,420,163.06843,386,185.28,0,0,54.6,386,123.52,0,0,36.4,83,16.6,0,0,4.9,0,0,0,0,0,69,4.14,1.2,69,2.07,0.6,69,2.07,0.6,69,5.52,1.6,0,0,0,0,0,0,339.2,0
5810,S,E,NA,NA,NA,516,704,4,7,13,No,4,No,1,No,0,No,411,Yes,3,No,84,Yes,436,Yes,233,Yes,31,No,3,1,0,0,80,1,16,81,22,5,0,41,5,6,No,6,94,96,22,30,NA,96,45,42,9,3,1,1.74,97,0,22,62,15,0,0,546,0,546,161.33591,516,247.68,0,0,54.1,516,165.12,0,0,36.1,110,22,0,0,4.8,0,0,0,0,0,113,6.78,1.5,113,3.39,0.7,113,3.39,0.7,113,9.04,2,0,0,0,0,0,0,457.4,0
5811,S,E,NA,NA,NA,440,763,6,9,78,Yes,4,No,21,No,1,No,236,Yes,2,No,98,Yes,325,Yes,123,Yes,34,No,18,1,5,0,54,1,23,70,19,11,0,25,5,7,No,9,91,93,19,28,NA,88,22,45,13,8,12,2.42,93,0,18,60,22,0,0,484,1,482,166.01457,440,211.2,0,0,54.9,438,140.16,0,0,36.4,92,18.4,0,0,4.8,0,0,0,0,0,75,4.5,1.2,75,2.25,0.6,74,2.22,0.6,75,6,1.6,0,0,0,0,0,0,384.73,0
5813,S,E,NA,NA,NA,584,736,5,7,39,No,11,No,15,No,0,No,374,Yes,2,No,143,Yes,417,Yes,154,Yes,37,No,7,2,3,0,64,0,24,68,18,8,0,26,4,6,Yes,7,93,94,20,30,NA,92,28,52,12,6,2,2.02,100,0,18,62,20,0,0,628,0,628,164.14022,583,279.84,0,0,54.4,583,186.56,0,0,36.3,120,24,0,0,4.7,0,0,0,0,0,121,7.26,1.4,121,3.63,0.7,121,3.63,0.7,121,9.68,1.9,0,0,0,0,0,0,514.6,0
5816,S,E,NA,NA,NA,506,702,4,9,12,No,0,No,1,No,4,No,477,Yes,0,No,12,No,479,Yes,347,Yes,25,No,3,0,0,1,93,0,3,92,22,6,0,59,11,5,Yes,8,92,93,21,27,NA,90,61,31,4,2,3,1.54,95,2,23,57,21,0,0,549,0,547,156.85243,506,242.88,0,0,54.6,504,161.28,0,0,36.3,87,17.4,0,0,3.9,0,0,0,0,0,116,6.96,1.6,116,3.48,0.8,116,3.48,0.8,116,9.28,2.1,0,0,0,0,0,0,444.76,0
5825,S,M,NA,NA,NA,629,702,5,9,67,No,4,No,4,No,2,No,351,Yes,2,No,199,Yes,390,Yes,169,No,36,No,10,1,1,0,56,0,31,58,0,6,0,15,14,6,No,7,93,95,NA,NA,29,96,31,44,10,9,6,2.15,94,9,0,0,0,100,0,675,0,672,158.7424,629,301.92,0,0,48.1,627,200.64,0,0,32,0,0,0,0,0,338,67.6,0,0,10.8,288,17.28,2.8,288,8.64,1.4,288,8.64,1.4,287,22.96,3.7,0,0,0,0,0,0,627.68,0
5827,S,M,NA,NA,NA,862,691,5,8,63,No,4,No,15,No,1,No,523,Yes,3,No,253,Yes,557,Yes,214,Yes,60,No,8,0,2,0,61,0,28,59,0,5,0,14,13,7,No,6,94,94,NA,NA,31,92,25,54,10,7,4,2.11,94,11,0,0,0,100,0,922,1,921,158.69923,861,413.28,0,0,48,861,275.52,0,0,32,0,0,0,0,0,426,85.2,0,0,9.9,433,25.98,3,433,12.99,1.5,436,13.08,1.5,436,34.88,4.1,0,0,0,0,0,0,860.93,0
5832,S,E,NA,NA,NA,730,827,8,5,74,No,5,No,54,No,13,No,161,Yes,1,No,422,Yes,81,No,38,No,50,No,11,1,8,2,23,0,56,11,17,12,0,5,2,7,Yes,7,93,95,21,31,NA,40,3,39,16,26,17,3.16,96,0,18,62,20,0,0,791,0,789,178.65136,730,350.4,0,0,54.4,728,232.96,0,0,36.2,140,28,0,0,4.3,0,0,0,0,0,164,9.84,1.5,164,4.92,0.8,164,4.92,0.8,164,13.12,2,0,0,0,0,0,0,644.16,0
5834,S,E,NA,NA,NA,629,849,9,7,38,No,0,No,41,No,15,No,191,Yes,2,No,342,Yes,72,No,25,No,36,No,6,0,6,2,30,0,55,11,19,16,0,4,1,6,Yes,4,96,97,19,29,NA,96,2,37,20,23,17,3.17,100,2,19,58,23,0,0,653,0,653,180.40839,629,301.92,0,0,54.6,629,201.28,0,0,36.4,137,27.4,0,0,5,0,0,0,0,0,111,6.66,1.2,111,3.33,0.6,111,3.33,0.6,111,8.88,1.6,0,0,0,0,0,0,552.8,0
5847,S,E,NA,NA,NA,358,605,1,1,21,No,2,No,0,No,0,No,280,Yes,0,No,55,Yes,337,Yes,166,Yes,53,No,6,1,0,0,78,0,15,92,45,1,0,47,0,14,Yes,13,87,89,21,27,NA,94,44,29,21,4,3,1.93,93,0,24,76,0,0,0,411,0,409,157.25574,358,171.84,0,0,53.9,358,114.56,0,0,35.9,88,17.6,0,0,5.5,0,0,0,0,0,75,4.5,1.4,75,2.25,0.7,74,2.22,0.7,74,5.92,1.9,0,0,0,0,0,0,318.89,0
5853,D,1,NA,NA,NA,11350,565,B,B,40,No,37,No,15,No,25,No,11053,Yes,0,No,170,Yes,10215,Yes,8412,Yes,881,Yes,0,0,0,0,97,0,2,80,9,6,18,63,15,8,NA,9,91,92,21,28,28,82,62,24,9,3,2,1.59,72,5,11,33,10,20,26,12212,21,12148,NA,8515,4087.2,2816,844.8,46,8504,2721.28,2830,566,30.7,1243,248.6,2813,421.95,6.3,1104,220.8,1690,380.25,5.6,2406,144.36,1.3,2406,72.18,0.7,2409,72.27,0.7,2406,192.48,1.8,1233,369.9,3.5,1229,368.7,3.4,7759.17,2951.6
5859,S,H,NA,NA,NA,168,573,1,4,3,No,1,No,0,No,0,No,129,Yes,0,No,35,No,134,Yes,108,Yes,16,No,2,1,0,0,78,0,19,66,0,10,11,53,10,10,No,13,87,88,NA,NA,19,72,59,25,7,6,3,1.68,86,0,0,0,0,44,56,195,0,192,149.41124,75,36,93,27.9,37.2,75,24,93,18.6,24.8,0,0,93,13.95,8.1,36,7.2,62,13.95,12.3,38,2.28,1.3,38,1.14,0.7,39,1.17,0.7,39,3.12,1.8,40,12,7,35,10.5,6.1,74.91,96.9
5865,S,E,NA,NA,NA,488,532,1,1,0,No,0,No,0,No,2,No,485,Yes,0,No,1,No,464,Yes,426,Yes,27,No,0,0,0,0,99,0,0,88,37,5,23,77,16,5,No,10,90,93,22,30,NA,90,79,13,7,1,1,1.33,60,3,18,66,17,0,0,541,0,541,151.5027,488,234.24,0,0,54.2,488,156.16,0,0,36.1,107,21.4,0,0,5,0,0,0,0,0,102,6.12,1.4,102,3.06,0.7,102,3.06,0.7,102,8.16,1.9,0,0,0,0,0,0,432.2,0
5866,S,E,NA,NA,NA,414,533,1,1,0,No,4,No,1,No,0,No,406,Yes,0,No,3,No,404,Yes,353,Yes,29,No,0,1,0,0,98,0,1,83,2,2,25,86,6,7,No,9,89,91,20,26,NA,98,87,9,3,1,1,1.19,65,0,24,59,17,0,0,464,0,464,150.8898,414,198.72,0,0,54.5,414,132.48,0,0,36.3,76,15.2,0,0,4.2,0,0,0,0,0,93,5.58,1.5,93,2.79,0.8,92,2.76,0.8,92,7.36,2,0,0,0,0,0,0,364.89,0
5872,S,E,NA,NA,NA,582,571,1,2,1,No,0,No,0,No,2,No,579,Yes,0,No,0,No,561,Yes,525,Yes,48,No,1,0,0,0,99,0,0,89,7,0,20,78,15,8,No,9,92,94,21,31,NA,96,79,13,5,0,2,1.34,76,0,20,61,19,0,0,632,0,630,151.37737,582,279.36,0,0,54.4,580,185.6,0,0,36.1,136,27.2,0,0,5.3,0,0,0,0,0,108,6.48,1.3,108,3.24,0.6,108,3.24,0.6,108,8.64,1.7,0,0,0,0,0,0,513.76,0
5873,S,E,NA,NA,NA,552,649,2,1,12,No,1,No,2,No,4,No,499,Yes,0,No,34,No,344,Yes,277,Yes,52,No,2,0,0,1,90,0,6,54,29,7,4,43,7,9,No,11,89,92,21,31,NA,92,25,45,20,7,3,2.18,74,6,23,59,18,0,0,617,0,617,162.39215,552,264.96,0,0,54.7,552,176.64,0,0,36.5,114,22.8,0,0,4.7,0,0,0,0,0,98,5.88,1.2,98,2.94,0.6,98,2.94,0.6,98,7.84,1.6,0,0,0,0,0,0,484,0
5876,S,H,NA,NA,NA,2014,673,5,1,96,No,13,No,36,No,19,No,706,Yes,13,No,1116,Yes,646,Yes,281,Yes,200,Yes,5,1,2,1,35,1,55,29,0,9,0,10,5,10,No,5,95,97,NA,NA,31,91,12,19,38,20,11,3,93,4,0,0,0,0,100,2132,1,2113,164.16224,0,0,2013,603.9,29.8,0,0,2014,402.8,19.9,0,0,2010,301.5,14.9,0,0,1211,272.475,13.4,0,0,0,0,0,0,0,0,0,0,0,0,752,225.6,11.1,737,221.1,10.9,0,2027.375
5877,S,H,A,S,NA,17,490,B,B,0,No,0,No,0,No,0,No,13,No,0,No,4,No,11,No,8,No,4,No,0,0,0,1,71,0,26,70,0,0,0,38,3,18,No,78,22,96,NA,NA,NA,96,40,23,26,8,3,2.11,100,0,0,0,3,30,67,76,0,76,NA,1,0.48,15,4.5,24.2,1,0.32,16,3.2,17.1,0,0,16,2.4,11.7,0,0,11,2.475,12,0,0,0,0,0,0,0,0,0,0,0,0,11,3.3,16,13,3.9,19,0.8,19.775
5879,S,H,NA,NA,NA,1875,667,4,6,86,No,17,No,35,No,28,No,713,Yes,10,No,961,Yes,748,Yes,348,Yes,295,Yes,5,1,2,2,38,1,50,37,0,8,0,13,7,16,No,7,93,95,NA,NA,31,72,14,35,32,14,5,2.61,89,6,0,0,0,0,100,2046,4,2010,158.27899,0,0,1874,562.2,29.2,0,0,1875,375,19.5,0,0,1869,280.35,14.6,0,0,1140,256.5,13.3,0,0,0,0,0,0,0,0,0,0,0,0,747,224.1,11.6,760,228,11.8,0,1926.15
5880,S,E,NA,NA,NA,336,639,2,3,14,No,1,No,3,No,1,No,267,Yes,0,No,48,No,303,Yes,207,Yes,40,No,5,0,1,0,79,0,13,90,46,5,0,55,6,12,No,10,90,94,19,29,NA,39,38,35,19,6,1,1.97,93,3,23,77,0,0,0,377,3,374,159.39138,336,161.28,0,0,53.3,335,107.2,0,0,35.4,96,19.2,0,0,6.3,0,0,0,0,0,75,4.5,1.5,75,2.25,0.7,75,2.25,0.7,75,6,2,0,0,0,0,0,0,302.68,0
5882,S,E,NA,NA,NA,630,743,5,6,8,No,3,No,11,No,9,No,278,Yes,2,No,314,Yes,348,Yes,177,Yes,52,No,2,1,2,2,45,0,48,52,48,3,0,27,4,8,No,9,91,94,19,31,NA,99,22,35,29,9,5,2.39,98,2,23,77,0,0,0,690,0,689,168.82209,630,302.4,0,0,52.8,630,201.6,0,0,35.2,175,35,0,0,6.1,0,0,0,0,0,168,10.08,1.8,168,5.04,0.9,168,5.04,0.9,168,13.44,2.3,0,0,0,0,0,0,572.6,0
5883,S,M,NA,NA,NA,843,632,2,1,37,No,6,No,13,No,5,No,490,Yes,2,No,286,Yes,595,Yes,339,Yes,95,No,5,1,1,1,59,0,33,69,0,10,0,27,13,11,No,9,91,92,NA,34,30,92,28,36,22,10,3,2.24,95,3,0,0,36,64,0,935,1,930,159.17075,842,404.16,0,0,51.7,842,269.44,0,0,34.5,0,0,0,0,0,273,54.6,0,0,7,268,16.08,2.1,268,8.04,1,269,8.07,1,269,21.52,2.8,0,0,0,0,0,0,781.91,0
5885,S,E,NA,NA,NA,438,727,5,6,27,No,4,No,4,No,3,No,228,Yes,6,No,162,Yes,277,Yes,135,Yes,84,Yes,7,1,1,1,52,1,36,62,49,4,0,25,6,18,No,9,91,93,20,30,NA,93,23,31,30,11,5,2.42,100,0,25,75,0,0,0,479,0,479,165.58838,437,209.76,0,0,53.1,437,139.84,0,0,35.4,121,24.2,0,0,6.1,0,0,0,0,0,106,6.36,1.6,106,3.18,0.8,106,3.18,0.8,106,8.48,2.1,0,0,0,0,0,0,395,0
5886,S,M,NA,NA,NA,1380,713,5,2,74,No,15,No,25,No,24,No,575,Yes,6,No,651,Yes,525,Yes,245,Yes,149,Yes,6,1,2,2,42,0,46,37,0,9,0,10,9,11,No,5,95,96,NA,34,31,93,10,26,37,18,8,2.88,93,0,0,0,33,67,0,1460,0,1459,167.48505,1379,661.92,0,0,51.4,1378,440.96,0,0,34.3,0,0,0,0,0,475,95,0,0,7.4,447,26.82,2.1,447,13.41,1,449,13.47,1,448,35.84,2.8,0,0,0,0,0,0,1287.42,0
5887,S,E,NA,NA,NA,348,702,4,3,20,No,0,No,8,No,9,No,229,Yes,0,No,77,Yes,250,Yes,161,Yes,33,No,6,0,2,2,67,0,22,72,52,2,0,42,6,10,No,9,91,95,19,31,NA,95,20,33,32,10,5,2.46,100,0,24,76,0,0,0,386,0,384,164.77296,348,167.04,0,0,53.3,348,111.36,0,0,35.6,81,16.2,0,0,5.2,0,0,0,0,0,93,5.58,1.8,93,2.79,0.9,93,2.79,0.9,93,7.44,2.4,0,0,0,0,0,0,313.2,0
5894,S,E,NA,NA,NA,496,855,9,10,33,No,3,No,10,No,13,No,175,Yes,2,No,257,Yes,169,Yes,60,No,40,No,7,1,2,3,36,1,51,34,48,8,0,14,1,7,No,10,90,92,19,30,NA,95,6,23,39,25,7,3.04,95,3,29,71,0,0,0,551,0,551,174.35781,496,238.08,0,0,53.8,496,158.72,0,0,35.9,128,25.6,0,0,5.8,0,0,0,0,0,99,5.94,1.3,99,2.97,0.7,99,2.97,0.7,99,7.92,1.8,0,0,0,0,0,0,442.2,0
5898,S,E,NA,NA,NA,611,850,9,10,24,No,9,No,27,No,30,No,155,Yes,8,No,314,Yes,81,No,46,No,50,No,4,1,4,5,25,1,49,12,49,7,0,6,1,8,No,11,89,90,19,30,NA,68,3,20,35,32,10,3.24,94,6,27,73,0,0,0,688,1,684,176.30043,611,293.28,0,0,54.2,610,195.2,0,0,36.1,137,27.4,0,0,5.1,0,0,0,0,0,126,7.56,1.4,126,3.78,0.7,126,3.78,0.7,126,10.08,1.9,0,0,0,0,0,0,541.08,0
5899,S,M,NA,NA,NA,758,818,9,10,45,No,31,No,32,No,27,No,152,Yes,10,No,461,Yes,89,No,49,No,91,No,7,4,4,4,20,1,59,11,0,12,0,5,2,12,No,6,94,95,NA,32,32,67,3,10,34,33,20,3.59,97,3,0,0,34,66,0,810,2,803,173.9556,758,363.84,0,0,51.8,752,240.64,0,0,34.3,0,0,0,0,0,213,42.6,0,0,6.1,276,16.56,2.4,276,8.28,1.2,275,8.25,1.2,275,22,3.1,0,0,0,0,0,0,702.17,0
5900,S,H,NA,NA,NA,1183,817,10,10,68,No,22,No,36,No,59,No,197,Yes,9,No,764,Yes,90,No,56,No,122,Yes,6,2,3,5,17,1,63,7,0,10,0,3,2,10,No,6,94,96,NA,NA,26,73,4,10,34,32,20,3.55,95,2,0,0,0,0,100,1261,7,1252,168.51098,0,0,1183,354.9,30.3,0,0,1183,236.6,20.2,0,0,1179,176.85,15.1,0,0,474,106.65,9.1,0,0,0,0,0,0,0,0,0,0,0,0,492,147.6,12.6,492,147.6,12.6,0,1170.2
5901,S,E,NA,NA,NA,338,866,9,10,26,No,3,No,22,No,51,Yes,82,Yes,1,No,153,Yes,42,No,34,No,25,No,8,1,7,14,22,0,47,13,48,4,0,10,2,8,No,17,83,83,19,31,NA,69,2,13,32,37,16,3.52,100,0,24,76,0,0,0,408,0,408,176.47752,338,162.24,0,0,53.8,338,108.16,0,0,35.8,72,14.4,0,0,4.8,0,0,0,0,0,85,5.1,1.7,85,2.55,0.8,85,2.55,0.8,85,6.8,2.3,0,0,0,0,0,0,301.8,0
5906,S,H,NA,NA,NA,2127,769,9,9,118,Yes,23,No,92,No,110,Yes,387,Yes,16,No,1319,Yes,184,Yes,125,No,215,Yes,6,1,4,5,19,1,61,8,0,10,0,4,3,11,No,5,95,96,NA,NA,30,66,3,23,30,28,16,3.31,97,2,0,0,0,0,100,2251,9,2231,167.2309,0,0,2103,630.9,29.3,0,0,2124,424.8,19.8,0,0,2119,317.85,14.8,0,0,1358,305.55,14.2,0,0,0,0,0,0,0,0,0,0,0,0,779,233.7,10.9,790,237,11,0,2149.8
5910,S,E,NA,NA,NA,545,885,10,8,10,No,1,No,14,No,9,No,108,Yes,1,No,400,Yes,72,No,47,No,81,No,2,0,2,2,20,0,73,13,49,15,0,7,2,15,No,4,96,96,20,29,NA,72,3,7,30,36,23,3.7,100,0,25,75,0,0,0,568,1,566,183.1701,545,261.6,0,0,53.4,545,174.4,0,0,35.6,138,27.6,0,0,5.6,0,0,0,0,0,132,7.92,1.6,132,3.96,0.8,131,3.93,0.8,131,10.48,2.1,0,0,0,0,0,0,489.89,0
5914,S,E,NA,NA,NA,595,854,9,10,40,No,6,No,15,No,40,No,141,Yes,4,No,339,Yes,99,Yes,59,No,82,No,7,1,3,7,24,1,55,16,52,4,0,9,2,14,No,9,91,91,18,27,NA,85,4,12,45,28,12,3.33,100,0,28,72,0,0,0,656,3,653,176.86583,595,285.6,0,0,53.9,595,190.4,0,0,36,123,24.6,0,0,4.6,0,0,0,0,0,145,8.7,1.6,145,4.35,0.8,144,4.32,0.8,144,11.52,2.2,0,0,0,0,0,0,529.49,0
5918,S,E,NA,NA,NA,543,885,10,8,20,No,9,No,14,No,29,No,84,Yes,4,No,382,Yes,36,No,27,No,77,No,4,2,2,5,16,1,69,6,45,12,0,5,1,14,No,3,97,97,19,30,NA,70,1,7,36,40,16,3.62,100,0,21,79,0,0,0,562,0,561,183.00995,543,260.64,0,0,52.8,543,173.76,0,0,35.2,161,32.2,0,0,6.5,0,0,0,0,0,137,8.22,1.7,137,4.11,0.8,137,4.11,0.8,137,10.96,2.2,0,0,0,0,0,0,494,0
5921,S,E,NA,NA,NA,613,823,8,5,15,No,38,No,31,No,39,No,106,Yes,4,No,358,Yes,67,No,45,No,74,No,3,6,5,7,17,1,56,10,45,8,0,7,1,12,No,5,94,95,19,32,NA,65,2,11,33,38,17,3.57,98,2,22,78,0,0,0,652,2,650,179.15453,613,294.24,0,0,53.1,612,195.84,0,0,35.4,168,33.6,0,0,6.1,0,0,0,0,0,150,9,1.6,150,4.5,0.8,150,4.5,0.8,150,12,2.2,0,0,0,0,0,0,553.68,0
5923,S,M,NA,NA,NA,939,797,8,9,54,No,5,No,33,No,38,No,231,Yes,6,No,571,Yes,136,Yes,99,No,137,Yes,6,0,3,5,25,1,59,15,0,13,0,9,3,15,No,8,92,92,NA,29,30,79,4,24,32,27,12,3.19,98,2,0,0,33,67,0,1021,0,1020,171.16271,939,450.72,0,0,51.5,936,299.52,0,0,34.2,0,0,0,0,0,299,59.8,0,0,6.8,326,19.56,2.2,326,9.78,1.1,327,9.81,1.1,327,26.16,3,0,0,0,0,0,0,875.35,0
5926,S,E,NA,NA,NA,556,836,8,7,54,No,4,No,46,No,71,No,125,Yes,6,No,233,Yes,119,Yes,21,No,55,No,10,1,8,13,23,1,42,20,49,4,0,4,1,10,No,8,92,93,19,34,NA,97,3,13,34,37,14,3.46,98,2,25,75,0,0,0,604,0,602,178.10441,556,266.88,0,0,53.4,555,177.6,0,0,35.5,132,26.4,0,0,5.3,0,0,0,0,0,144,8.64,1.7,144,4.32,0.9,144,4.32,0.9,144,11.52,2.3,0,0,0,0,0,0,499.68,0
5927,S,H,NA,NA,NA,2047,749,8,7,186,Yes,14,No,90,No,135,Yes,432,Yes,19,No,1125,Yes,238,Yes,67,No,162,Yes,9,1,5,7,22,1,54,9,0,5,0,1,3,8,No,5,95,95,NA,NA,27,92,4,14,39,32,11,3.33,96,4,0,0,0,0,100,2172,3,2159,167.28636,0,0,2040,612,29.5,0,0,2046,409.2,19.7,0,0,2038,305.7,14.7,0,0,1247,280.575,13.5,0,0,0,0,0,0,0,0,0,0,0,0,776,232.8,11.2,778,233.4,11.3,0,2073.675
5929,S,H,NA,NA,NA,2015,778,9,8,93,No,7,No,54,No,66,No,375,Yes,10,No,1375,Yes,208,Yes,86,No,102,Yes,5,0,3,3,19,0,67,10,0,4,0,2,3,5,No,5,94,95,29,NA,26,93,3,11,40,32,14,3.45,98,2,0,0,0,0,100,2156,4,2137,170.4203,0,0,2004,601.2,29.9,0,0,2015,403,20,0,0,2008,301.2,15,0,0,1244,279.9,13.9,0,0,0,0,0,0,0,0,0,0,0,0,714,214.2,10.6,714,214.2,10.6,0,2013.7
5939,S,E,NA,NA,NA,750,891,10,8,17,No,3,No,22,No,24,No,123,Yes,1,No,545,Yes,67,No,30,No,62,No,2,0,3,3,17,0,73,9,22,12,0,1,3,8,No,5,95,95,19,31,NA,93,1,8,33,35,22,3.7,100,0,22,78,0,0,0,793,0,792,183.56059,749,359.52,0,0,53.1,749,239.68,0,0,35.4,203,40.6,0,0,6,0,0,0,0,0,186,11.16,1.6,186,5.58,0.8,186,5.58,0.8,186,14.88,2.2,0,0,0,0,0,0,677,0
5942,D,1,NA,NA,NA,10913,674,B,B,2093,Yes,27,No,157,Yes,241,Yes,7060,Yes,43,No,1245,Yes,7618,Yes,2892,Yes,1000,Yes,20,0,1,2,64,0,11,65,0,0,0,22,8,10,NA,13,87,88,27,31,32,83,29,23,28,13,6,2.44,88,4,10,33,10,21,25,12337,10,12240,NA,8182,3927.36,2692,807.6,46.7,8165,2612.8,2725,545,31.1,1208,241.6,2714,407.1,6.4,1070,214,1341,301.725,5.1,2310,138.6,1.4,2310,69.3,0.7,2307,69.21,0.7,2308,184.64,1.8,1048,314.4,3.1,1027,308.1,3,7457.51,2683.925
5944,S,E,NA,NA,NA,696,720,4,6,78,No,3,No,8,No,21,No,477,Yes,3,No,101,Yes,479,Yes,175,Yes,61,No,12,0,1,3,68,0,15,66,0,0,0,27,4,9,No,7,93,94,30,32,NA,46,22,25,30,15,7,2.6,93,0,24,76,0,0,0,749,1,746,163.78118,696,334.08,0,0,53.5,693,221.76,0,0,35.5,176,35.2,0,0,5.6,0,0,0,0,0,165,9.9,1.6,165,4.95,0.8,164,4.92,0.8,164,13.12,2.1,0,0,0,0,0,0,623.93,0
5951,S,E,NA,NA,NA,715,706,4,9,68,No,1,No,2,No,6,No,604,Yes,2,No,32,No,590,Yes,346,Yes,69,No,10,0,1,1,82,0,5,79,0,0,0,48,4,9,No,14,86,86,28,29,NA,83,36,29,23,7,5,2.16,95,0,25,75,0,0,0,836,0,833,157.8873,715,343.2,0,0,53.7,711,227.52,0,0,35.6,165,33,0,0,5.2,0,0,0,0,0,179,10.74,1.7,179,5.37,0.8,179,5.37,0.8,179,14.32,2.2,0,0,0,0,0,0,639.52,0
5955,S,E,NA,NA,NA,417,723,4,9,117,Yes,0,No,17,No,14,No,210,Yes,2,No,57,No,296,Yes,79,No,59,No,26,0,3,3,52,1,13,66,0,0,0,21,4,13,No,23,76,78,23,26,NA,77,20,24,36,13,7,2.63,91,3,23,77,0,0,0,546,0,546,159.55515,417,200.16,0,0,53.5,417,133.44,0,0,35.7,114,22.8,0,0,6.1,0,0,0,0,0,89,5.34,1.4,89,2.67,0.7,89,2.67,0.7,89,7.12,1.9,0,0,0,0,0,0,374.2,0
5960,S,H,A,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,6,0,24,1,23,100,0,0,0,0,0,10,Yes,100,0,4,NA,NA,18,33,11,50,14,21,4,2.57,100,0,0,0,0,1,99,84,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5966,S,H,A,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,11,0,21,0,18,95,0,0,0,0,0,13,No,85,15,16,NA,NA,21,38,4,70,17,9,0,2.3,100,0,0,0,0,28,72,61,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5968,S,E,E,S,NA,31,514,C,C,11,No,0,No,1,No,0,No,2,No,0,No,16,No,23,No,0,No,31,No,30,0,3,0,5,0,60,78,0,0,0,0,0,100,Yes,20,79,79,NA,NA,NA,26,0,100,0,0,0,2,60,60,10,73,18,0,0,39,0,38,NA,31,14.88,0,0,52,31,9.92,0,0,34.7,9,1.8,0,0,6.3,0,0,0,0,0,10,0.6,2.1,10,0.3,1,10,0.3,1,10,0.8,2.8,0,0,0,0,0,0,28.6,0
5969,S,H,NA,T,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
